# SPDX-FileCopyrightText: © 2026 OpenCHAMI a Series of LF Projects, LLC
# SPDX-License-Identifier: MIT
source	start	end	statements	category	classification	rationale
cmd/rcs/service/status.go	33.5	34.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/service/status.go	38.5	39.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/service/status.go	43.5	44.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/service/status.go	48.5	49.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/service/status.go	51.5	52.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/root.go	91.5	92.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/root.go	103.7	104.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/root.go	125.5	126.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/root.go	198.2	200.71	3	3	process-boundary integration	requires subprocess exit or top-level process execution
cmd/root.go	201.3	202.1	1	3	process-boundary integration	requires subprocess exit or top-level process execution
cmd/root.go	220.3	222.1	2	3	process-boundary integration	requires subprocess exit or top-level process execution
cmd/smd/compep/delete.go	41.4	42.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/compep/delete.go	52.3	53.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/compep/delete.go	147.5	148.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/compep/get.go	34.5	35.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/compep/get.go	59.6	60.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/compep/get.go	62.6	63.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/compep/get.go	74.8	75.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/compep/get.go	90.8	91.16	2	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/compep/get.go	105.6	106.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/compep/get.go	111.6	112.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/compep/get.go	114.6	115.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/component/add.go	65.6	66.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/component/add.go	69.6	70.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/component/add.go	79.5	80.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/component/add.go	108.6	110.1	2	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/component/delete.go	41.4	42.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/component/delete.go	52.3	53.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/component/delete.go	61.4	62.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/component/delete.go	79.4	82.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/component/delete.go	136.6	137.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/component/delete.go	150.5	151.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/component/get.go	31.5	32.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/component/get.go	44.6	45.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/component/get.go	51.6	52.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/component/get.go	57.6	58.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/component/get.go	73.5	74.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/add.go	42.3	43.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/add.go	137.6	138.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/add.go	151.5	152.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/delete.go	34.4	35.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/delete.go	45.3	46.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/delete.go	54.4	55.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/delete.go	114.6	115.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/delete.go	118.6	119.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/delete.go	128.5	129.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/get.go	58.3	59.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/get.go	61.3	62.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/get.go	88.5	89.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/member/add.go	34.5	35.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/member/add.go	51.5	52.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/member/delete.go	37.4	38.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/member/delete.go	48.3	49.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/member/delete.go	54.3	55.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/member/delete.go	62.5	63.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/member/delete.go	91.5	92.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/member/get.go	32.5	33.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/member/get.go	55.5	56.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/member/get.go	58.5	59.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/member/set.go	39.5	40.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/member/set.go	69.5	69.89	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/membership.go	43.5	44.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/membership.go	62.6	63.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/membership.go	79.7	80.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/membership.go	93.5	94.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/membership.go	104.5	105.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/membership.go	107.5	108.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/update.go	44.4	45.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/update.go	129.6	130.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/group/update.go	147.5	148.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/iface/add.go	56.6	57.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/iface/add.go	60.6	61.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/iface/add.go	70.5	71.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/iface/delete.go	41.4	42.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/iface/delete.go	52.3	53.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/iface/delete.go	147.5	148.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/iface/get.go	43.4	44.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/iface/get.go	48.4	49.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/iface/get.go	51.4	52.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/iface/get.go	95.3	96.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/iface/get.go	98.3	99.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/iface/get.go	120.5	121.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/rfe/add.go	44.3	45.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/rfe/add.go	140.6	141.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/rfe/add.go	150.5	151.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/rfe/delete.go	41.4	42.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/rfe/delete.go	52.3	53.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/rfe/delete.go	79.4	82.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/rfe/delete.go	147.5	148.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/rfe/get.go	75.3	76.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/rfe/get.go	78.3	79.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/rfe/get.go	100.5	101.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/service/status.go	30.5	31.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/service/status.go	36.5	37.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/service/status.go	41.5	42.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/service/status.go	47.5	48.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/service/status.go	58.5	59.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/service/status.go	61.5	62.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/status/status.go	31.5	32.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/status/status.go	37.5	38.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/status/status.go	42.5	43.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/status/status.go	48.5	49.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/status/status.go	53.5	54.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/status/status.go	59.5	60.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/smd/status/status.go	62.5	63.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/version/version.go	29.5	30.1	1	2	reachable but low-risk	low-risk completion, command wiring, or informational output
internal/cli/boot_service/boot_service.go	28.3	29.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/boot_service/boot_service.go	34.3	35.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/bss/bss.go	29.3	30.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/cloud_init/cloud_init.go	80.3	81.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/metadata_service/metadata_service.go	28.3	29.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/metadata_service/metadata_service.go	34.3	35.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/pcs/pcs.go	33.3	34.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/rcs/rcs.go	21.3	22.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/rcs/rcs.go	28.3	29.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	97.4	98.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	228.3	229.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	266.3	267.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	299.4	300.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	301.4	302.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	311.3	312.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	331.3	333.1	2	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	337.3	338.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	367.3	368.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	383.6	384.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	418.4	419.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	551.4	552.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	636.4	637.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	641.4	642.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	655.6	656.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	657.11	657.17	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	659.5	659.63	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	660.6	661.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	664.5	665.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	690.4	691.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	697.4	698.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	704.4	705.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	723.3	724.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	736.3	737.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	745.3	746.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	754.3	755.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	760.3	761.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	776.3	777.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	792.4	793.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	796.4	797.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/runtime.go	799.4	800.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/cli/smd/smd.go	29.3	30.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	78.3	79.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	86.3	87.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	92.3	93.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	115.3	116.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	127.4	128.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	130.4	131.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	138.3	139.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	150.3	151.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	166.5	167.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	178.3	179.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	210.3	211.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	245.4	247.1	2	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	250.3	251.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	253.3	254.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	256.3	257.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	259.3	260.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	274.3	275.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	299.3	300.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	305.3	306.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	348.3	349.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	353.3	354.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	359.3	360.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	375.4	376.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	380.3	381.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	401.3	402.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	422.3	423.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	428.3	429.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	437.5	438.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	453.3	454.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	457.3	458.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	519.3	520.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	530.3	531.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/configfile.go	544.3	545.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/merge.go	47.5	48.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/merge.go	54.5	55.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/merge.go	97.9	98.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/configfile/sync_unix.go	17.3	19.1	2	4	platform/terminal/signal-specific	platform-specific operating-system behavior
internal/io/io.go	52.3	53.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/log/color.go	31.3	32.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/log/log.go	114.53	114.64	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/log/log.go	115.49	115.98	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
internal/log/log.go	142.4	143.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
main.go	11.2	12.1	1	3	process-boundary integration	requires subprocess exit or top-level process execution
pkg/client/boot_service/bmc.go	69.3	70.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/bmc.go	89.3	90.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/bmc.go	105.3	106.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/bmc.go	110.3	111.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/bootconfig.go	70.3	71.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/bootconfig.go	90.3	91.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/bootconfig.go	109.3	110.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/bootconfig.go	114.3	115.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/bootconfig.go	135.3	136.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/client.go	41.3	42.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/client.go	48.3	49.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/client.go	54.3	55.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/health.go	23.3	24.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/health.go	28.3	29.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/node.go	69.3	70.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/node.go	89.3	90.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/node.go	108.3	109.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/node.go	113.3	114.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/boot_service/node.go	133.3	134.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/bss/bss.go	43.3	44.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/bss/bss.go	64.3	65.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/bss/bss.go	90.3	91.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/bss/bss.go	116.3	117.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/bss/bss.go	142.3	143.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/bss/bss.go	222.3	223.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	77.3	78.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	92.3	93.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	188.3	189.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	210.3	211.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	232.3	233.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	254.3	255.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	264.3	264.18	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	265.4	266.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	267.4	268.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	309.3	310.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	336.3	337.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	347.3	348.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	363.3	364.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	426.3	428.17	3	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	429.4	430.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	461.4	462.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	473.3	474.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	495.3	496.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	528.3	529.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	550.3	551.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	571.3	572.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/client.go	597.3	598.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/cloud_init/cloud_init.go	88.3	89.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/cloud_init/cloud_init.go	143.4	144.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/cloud_init/cloud_init.go	170.4	171.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/cloud_init/cloud_init.go	200.4	201.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/cloud_init/cloud_init.go	232.3	233.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/cloud_init/cloud_init.go	258.4	259.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/cloud_init/cloud_init.go	283.4	284.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/cloud_init/cloud_init.go	287.4	288.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/cloud_init/cloud_init.go	313.4	314.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/cloud_init/cloud_init.go	317.4	318.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/cloud_init/cloud_init.go	342.4	343.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/http.go	62.3	63.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/http.go	74.3	75.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/client.go	48.3	49.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/defaults.go	71.3	72.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/defaults.go	91.3	92.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/defaults.go	108.3	109.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/defaults.go	113.3	114.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/defaults.go	133.3	134.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/group.go	70.3	71.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/group.go	90.3	91.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/group.go	107.3	108.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/group.go	112.3	113.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/group.go	132.3	133.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/health.go	28.3	29.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/instanceinfo.go	71.3	72.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/instanceinfo.go	91.3	92.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/instanceinfo.go	108.3	109.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/instanceinfo.go	113.3	114.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/instanceinfo.go	133.3	134.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
pkg/client/metadata_service/wireguardpeer.go	71.3	72.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
